job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
Senior Data Analyst (eCommerce Product Analytics),Senior,Full Time,111000.0,,onsite,,, South Korea,"E-commerce, Hadoop, Power BI, Python, R, SAS, Spark",,
Un.e stagiaire data scientist,Entry,Full Time,69500.0,Career development,onsite,,, France,"Finance, Python, R, RapidMiner, R&D",France,World
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Flex hours,Startup environment,Team events",onsite,,, Thailand,"Agile, Airflow, APIs, Architecture, AWS, Azure, Banking",Thailand,World
Director of Artificial Intelligence (AI),Executive,Full Time,116500.0,Career development,onsite,,,New York City,"Deep Learning, LLMs, Physics, Research",,
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Conferences,Health care,Medical leave,Parental leave",remote,,,Remote,"Airflow, Computer Science, Data governance, Data pipelines, Engineering, ETL, LLMs",,
Data Engineer,Mid,Full Time,96500.0,"401(k) matching,Career development,Health care,Insurance,Medical leave",remote,,, Remote,"Azure, Databricks, Docker, Engineering, Kubernetes, Machine Learning, Pipelines",,
Lead Data Scientist,Entry,Full Time,106000.0,"Career development,Competitive pay,Flex hours,Health care",onsite,,, United Kingdom,"Agile, Architecture, Computer Science, Deep Learning, Engineering, Feature engineering, Machine Learning",United Kingdom,World
Data Analyst (Sydney),Mid,Full Time,98500.0,"Career development,Startup environment",onsite,,, Australia,"Agile, Ansible, Architecture, AWS, Bitbucket, Classification, Consulting",Australia,World
Machine Learning Infrastructure Engineer,Senior,Full Time,98500.0,,onsite,,, CA,"Chatbots, Computer Science, Conversational AI, Data Analytics, Deep Learning, Engineering, ETL",,
"Senior Scientist, Machine Learning & Hit Prediction",Senior,Full Time,98500.0,,onsite,,, MA USA,"Biology, Chemistry, Computer Science, Deep Learning, Drug discovery, Machine Learning, NumPy",,
Senior Data Scientist (Experience with Media Mix Modeling),Senior,Full Time,157000.0,"401(k) matching,Career development,Competitive pay,Flex hours,Flex vacation",remote,,,Remote,"Causal inference, Computer Science, Consulting, Data management, Data visualization, Economics, Engineering",,
Senior Computer Vision Engineer - Deep Learning Focus,Senior,Full Time,192500.0,"Career development,Competitive pay,Health care,Snacks / Drinks",onsite,,, United States,"Autonomous Driving, Clustering, Computer Science, Computer Vision, CUDA, Deep Learning, Genetics",United States,World
Sr. Data Engineer,Senior,Full Time,175000.0,"401(k) matching,Career development,Competitive pay,Equity,Flex hours",remote,,, US,"A/B testing, Airflow, BigQuery, Crypto, Dagster, Databricks, Data pipelines",,
Generative AI Researcher - 2023 Summer Internship,Entry,Internship,,Career development,onsite,,, CA,"Caffe, Computer Science, Computer Vision, Deep Learning, Engineering, Generative modeling, Machine Learning",,
Head of Analytics Engineering,Executive,Full Time,175000.0,"Career development,Flex hours,Health care,Home office stipend,Insurance",onsite,,, Lisbon,"Airflow, Amplitude, Architecture, Banking, BigQuery, Data Analytics, Data warehouse",,
Sales Data Engineer,Senior,Full Time,147500.0,"Career development,Startup environment",remote,,, Remote,"Airflow, Architecture, Big Data, Distributed Systems, Docker, Engineering, Kubernetes",,
? Insurance verification Specialist / Artificial Intelligence Trainer (Arizona),N/A,Full Time,,"Career development,Health care,Insurance,Startup environment",remote,,,,"Engineering, Testing",,
"(Remote) Senior Software Developer, Backend/ML - Growth",Senior,Full Time,88500.0,"401(k) matching,Career development,Competitive pay,Equity,Health care",onsite,,, Canada,"Architecture, FinTech, Machine Learning, Microservices, Scala, Testing",Canada,World
ML (Senior) Audio Research Engineer,Senior,Full Time,199500.0,,onsite,,, United States,"Agile, Computer Science, Deep Learning, Engineering, Genetics, ICLR, Machine Learning",United States,World
Machine Learning Engineering Manager,Senior,Full Time,166000.0,,remote,,, Canada,"Classification, Computer Science, Engineering, HuggingFace, Keras, Machine Learning, Mathematics",Canada,World
Senior Data Analyst,Senior,Full Time,111000.0,,onsite,,, Israel,"Data analysis, Data visualization, Economics, EDA, Engineering, Excel, Industrial",Israel,World
Data Engineer,Senior,Full Time,147500.0,Startup environment,onsite,,, South Africa,"APIs, Architecture, Big Data, Data pipelines, Engineering, Pipelines, Python",South Africa,World
Data Engineer with Computer Vision Knowledge,Mid,Full Time,155000.0,"Career development,Health care,Snacks / Drinks",onsite,,, United States,"Autonomous Driving, Computer Vision, Deep Learning, Genetics, Python, Research",United States,World
Data Scientist,Senior,Full Time,157000.0,"Career development,Flex hours,Health care,Medical leave,Parental leave",onsite,,, ON,"Big Data, BigQuery, Business Intelligence, Computer Science, Data Analytics, Data Mining, Data Warehousing",,
Senior DevOps Engineer (m/w/d) Data Analytics (hybrid),Senior,Full Time,88500.0,Fitness / gym,onsite,,, Germany,"Azure, CI/CD, Data Analytics, Databricks, DevOps, Engineering, Git",Germany,World
Senior 2 Data Engineer,Senior,Full Time,147500.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",remote,,, Canada,"AWS, Computer Science, Data analysis, Databricks, EDA, Engineering, ETL",Canada,World
Computer Vision Scientist,Senior,Full Time,98500.0,,onsite,,,,"Agile, Classification, Computer Science, Computer Vision, Deep Learning, Docker, Engineering",,
Expert in AI/ NLP/ ML - 4229,Senior,Full Time,88500.0,"Career development,Relocation support",onsite,,,Brussels,"Agile, Architecture, AWS, Azure, Big Data, Cassandra, Classification",,
Junior Data Analyst - Part Time,Entry,Part Time,53000.0,"Competitive pay,Home office stipend",onsite,,, United Kingdom,"Excel, .NET, Survey data",United Kingdom,World
"Data Engineering Manager, Payroll and Tax",Executive,Full Time,212500.0,"Career development,Startup environment,Team events",onsite,,,New York City,"Airflow, AWS, Data pipelines, Engineering, ETL, Kafka, MySQL",,
Sr. People Data Analyst,Senior,Full Time,111000.0,,onsite,,, Poland,"Data visualization, Data Warehousing, Engineering, ETL, Looker, Power BI, Privacy",Poland,World
Senior Power BI Developer,Senior,Full Time,88500.0,"Competitive pay,Flex hours,Health care,Medical leave",onsite,,, United Kingdom,"Data Warehousing, Engineering, Power BI, SQL",United Kingdom,World
Senior Big Data Engineer,Senior,Full Time,45000.0,,onsite,,, Israel,"Airflow, Architecture, Big Data, Business Intelligence, Computer Science, DevOps, Engineering",Israel,World
"Software Engineer, AI/Analytics",Senior,Full Time,88500.0,Career development,onsite,,, Hungary,"Biology, Computer Science, Data management, DevOps, Engineering, Git, Linux",Hungary,World
"Sr. Data Engineer, Peacock",Senior,Full Time,130000.0,"Career development,Equity,Health care,Insurance,Medical leave",onsite,,, United States,"Agile, Airflow, Big Data, BigQuery, CI/CD, Computer Science, Data pipelines",United States,World
Senior Data Engineer,Senior,Full Time,104500.0,"401(k) matching,Health care,Startup environment",onsite,,, United States,"APIs, Architecture, AWS, CI/CD, Data analysis, Data visualization, Data Warehousing",United States,World
"Senior Analyst, Decision Sciences",Senior,Full Time,98500.0,,onsite,,, United States,"Consulting, Economics, Engineering, Excel, Market research, Python, R",United States,World
Principal Data Scientist,Senior,Full Time,206000.0,"Career development,Competitive pay,Equity,Health care,Salary bonus",onsite,,, United States,"Agile, Architecture, AWS, Azure, Classification, Computer Science, Deep Learning",United States,World
"Senior Data Quality Analyst, Direct-to-Consumer",Senior,Full Time,90000.0,"Career development,Equity,Health care,Insurance,Medical leave",onsite,,, United States,"Agile, Architecture, BigQuery, Data analysis, Data Analytics, Data governance, Data quality",United States,World
"Data Scientist, Sr. Consultant - Cybersecurity AI Research & Products",Senior,Full Time,157000.0,"Career development,Equity,Health care,Insurance,Salary bonus",onsite,,, United States,"AWS, Azure, Cassandra, Clustering, Data Mining, Deep Learning, Distributed Systems",United States,World
(Senior) Digital Analytics Engineer,Senior,Full Time,147000.0,"Career development,Fitness / gym,Flex hours,Flex vacation,Salary bonus",onsite,,, Germany,"A/B testing, Angular, APIs, Computer Science, Engineering, JavaScript, Node.js",Germany,World
ALTERNANCE - Data IngÃ©nieur Cloud et Big Data H/F,Entry,Full Time,56000.0,,onsite,,, France,"Architecture, Azure, Big Data, BigQuery, CI/CD, DevOps, Docker",France,World
"Manager, Decision Sciences",Senior,Full Time,98500.0,,onsite,,, United States,"Consulting, Data visualization, Engineering, Excel, Research, SAS, SPSS",United States,World
Data Engineer,Entry,Full Time,97000.0,,onsite,,, Netherlands,"Azure, Databricks, Data pipelines, Data warehouse, ETL, Machine Learning, NLP",Netherlands,World
Entry Level Data Scientist,Entry,Full Time,62500.0,"401(k) matching,Health care,Insurance",onsite,,, United States,"Chemistry, Testing",United States,World
Analyste/Dev ETL SSIS,Entry,Full Time,56000.0,,onsite,,, Luxembourg,"Agile, Big Data, Blockchain, ETL, Finance, Jira, Power BI",Luxembourg,World
Data Analyst Senior,Senior,Full Time,111000.0,"Career development,Equity,Insurance",onsite,,, Mexico,"Azure, Big Data, Business Intelligence, Data pipelines, DevOps, Engineering, Genetics",Mexico,Latin America
Senior Data Analyst,Senior,Full Time,130000.0,"Career development,Equity,Medical leave,Team events",onsite,,, United States,"Consulting, Consulting firm, Data analysis, Excel, Power BI, Privacy",United States,World
Data Analyst (CX Tech),N/A,Full Time,102500.0,"Career development,Gear,Health care,Lunch / meals,Salary bonus",onsite,,, Poland,"CX, Data analysis, Data visualization, GCP, Git, Google Cloud, Looker",Poland,World
Machine Learning Scientist (hybrid working model),Entry,Full Time,156500.0,"Career development,Flex hours,Flex vacation,Parental leave,Snacks / Drinks",onsite,,, Spain,"Big Data, Bitbucket, Classification, Clustering, Computer Science, Data analysis, Deep Learning",Spain,World
"Software Engineer: Big Data/Risk Systems, Sr. Consultant Level",Senior,Full Time,98500.0,"Equity,Flex hours,Flex vacation,Health care,Insurance",onsite,,, United States,"Architecture, Big Data, Hadoop, HDFS, Linux, PhD, Security",United States,World
(Senior) Data Engineer (m/f/d),Senior,Full Time,147500.0,"Flex hours,Flex vacation,Salary bonus",onsite,,, Germany,"CX, Engineering",Germany,World
Data Analytics Engineer H/F,N/A,Full Time,139000.0,Salary bonus,onsite,,, France,"Agile, Airflow, Architecture, AWS, Big Data, CI/CD, Data Analytics",France,World
Data Engineer (Remote),Senior,Full Time,147500.0,"Career development,Flex hours,Flex vacation,Health care,Medical leave",onsite,,, Canada,"Architecture, Computer Science, Databricks, Engineering, ETL, Machine Learning, Pipelines",Canada,World
Finance Data Analytics Manager,Entry,Full Time,132500.0,"Career development,Competitive pay,Equity,Fitness / gym,Parental leave",onsite,,, United Kingdom,"Data Analytics, Data governance, Data warehouse, Excel, Finance, Machine Learning, Power BI",United Kingdom,World
Data Science Software Engineer,Senior,Full Time,98500.0,Career development,onsite,,, Mexico,"Athena, Avro, AWS, Big Data, CI/CD, Data Mining, Data Warehousing",Mexico,Latin America
Data Scientist im Bereich Supply Chain und Servicemanagement (w/m/div.) - Remote mÃ¶glich,Senior,Full Time,157000.0,Team events,onsite,,, Germany,"Big Data, Docker, Elasticsearch, Kubernetes, Machine Learning, NLP, NoSQL",Germany,World
Machine Learning Scientist,Entry,Full Time,156500.0,"Career development,Flex hours,Flex vacation,Parental leave,Snacks / Drinks",onsite,,, Switzerland,"Big Data, Bitbucket, Classification, Clustering, Computer Science, Data analysis, Deep Learning",Switzerland,World
AI Software Engineer (NLP),Senior,Full Time,88500.0,Startup environment,onsite,,, Switzerland,"APIs, Architecture, AWS, Big Data, Computer Science, Docker, Engineering",Switzerland,World
Senior Data Engineer/Senior Data Analyst/Data Steward,Senior,Full Time,111000.0,,onsite,,, Sri Lanka,"Architecture, Computer Science, Data governance, Data management, Data quality, Privacy",Sri Lanka,World
Data Visualization Intern,Entry,Internship,,"Career development,Flex hours,Medical leave",onsite,,, United States,"Data analysis, Data management, Data visualization, Excel, Genetics, R, R&D",United States,World
Research Engineer Power Electronics (f/m/div.),Senior,Full Time,199500.0,,onsite,,, Germany,"Circuit Design, Data analysis, Engineering, GitHub, Matlab, PhD, Research",Germany,World
Data Analyst/Data Scientist F/H,Entry,Full Time,53000.0,,onsite,,, France,"Excel, KPIs, Power BI",France,World
Data Analyst,Entry,Full Time,53000.0,,onsite,,, Philippines,Testing,Philippines,World
Lead Data Scientist,Senior,Full Time,106000.0,"Flex vacation,Startup environment",onsite,,, CA,"A/B testing, Computer Science, Deep Learning, Engineering, Feature engineering, Finance, Git",,
Data Analytics Specialist,Entry,Full Time,,,onsite,,, United States,"Business Analytics, Business Intelligence, Data Analytics, Data visualization, Engineering, Power BI, Python",United States,World
Full Stack Data Engineer,Senior,Full Time,147500.0,Flex hours,onsite,,, IN,"Databricks, Data Warehousing, Engineering, ETL, Informatica, Matillion, MySQL",,
Data Engineer,Mid,Full Time,96500.0,"Career development,Insurance,Medical leave",onsite,,, South Africa,"Agile, AWS, Azure, BigQuery, Computer Science, Data pipelines, Data quality",South Africa,World
"Machine Platform Engineer, NLP",Senior,Full Time,98500.0,"Career development,Startup environment",onsite,,,Bellevue,"BigQuery, Cassandra, Computer Science, Distributed Systems, Engineering, Hadoop, Kubernetes",,
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Flex hours,Flex vacation,Health care,Insurance",onsite,,, California,"APIs, Architecture, Big Data, Business Analytics, Business Intelligence, Data analysis, Databricks",,
Data Scientist,Mid,Full Time,88000.0,"Career development,Conferences,Flex hours,Home office stipend,Salary bonus",remote,,, Remote,"Computer Science, CX, Machine Learning, Mathematics, Pandas, Python, SQL",,
"Working Student, Geospatial Data Engineer",Senior,Full Time,147500.0,"Career development,Flex hours,Team events",onsite,,, Germany,"Classification, Data analysis, Engineering, Git, Privacy, Python, React",Germany,World
